,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Clusters,Total_Promos,Clusters_scal
766,0,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,757,45,1869,1,0,2,0,2,0,1
767,0,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,941,35,1364,1,0,2,0,2,0,1
768,2,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,696,57,183,1,1,3,1,3,0,2
769,1,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,559,66,450,1,1,3,1,0,0,2
770,0,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,639,43,758,1,1,3,1,0,0,2
771,1,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,359,71,1507,1,0,2,0,2,0,1
772,0,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,591,57,654,0,2,3,1,0,0,0
773,0,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,602,50,81,1,2,4,1,3,0,0
774,1,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,846,65,137,1,1,3,1,1,0,0
775,0,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,551,69,16,1,2,4,1,3,0,0
776,1,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,463,57,93,0,1,2,1,1,0,2
777,1,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,314,64,1158,1,0,2,0,2,0,1
778,1,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,353,67,43,0,2,3,1,3,0,0
779,0,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,362,51,1525,0,1,2,1,0,0,2
780,1,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,216,48,1230,0,0,1,0,2,0,1
781,0,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,236,46,29,1,2,4,1,3,0,0
782,0,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,31,52,25,0,1,2,1,1,0,0
783,0,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,262,50,24,1,1,3,1,1,0,0
784,0,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,536,50,38,1,1,3,1,1,0,0
785,2,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,768,36,57,1,1,3,1,1,0,0
786,1,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,294,62,47,1,2,4,1,3,0,0
787,1,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,673,54,813,0,1,2,1,0,1,2
788,1,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,191,44,629,1,1,3,1,0,1,0
789,0,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,849,46,377,0,1,2,1,0,0,2
790,1,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,690,77,1612,1,0,2,0,2,0,1
791,1,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,878,65,729,1,0,2,0,2,3,0
792,0,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,505,72,50,0,0,1,0,1,1,0
793,0,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,403,44,270,1,2,4,1,3,0,0
794,0,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,581,61,177,0,1,2,1,3,0,2
795,1,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,685,60,315,0,0,1,0,1,1,0
796,1,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,161,68,767,1,1,3,1,0,0,2
797,2,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,774,57,1071,0,1,2,1,0,0,2
798,0,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,671,49,1580,1,0,2,0,2,0,1
799,0,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,357,54,60,1,1,3,1,1,0,0
800,1,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,358,52,573,1,1,3,1,0,0,2
801,0,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,620,66,41,0,2,3,1,3,0,0
802,0,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,686,71,170,1,2,4,1,3,0,0
803,1,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,574,78,1167,0,0,1,0,2,0,1
804,0,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,550,64,1526,1,0,2,0,2,3,1
805,1,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,604,46,458,1,2,4,1,0,0,2
806,1,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,258,51,63,1,1,3,1,3,0,2
807,0,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,411,65,405,1,1,3,1,0,0,2
808,0,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,624,50,1027,1,2,4,1,0,1,0
809,0,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,550,50,1478,0,1,2,1,0,0,2
810,0,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,416,41,72,1,0,2,0,1,0,0
811,0,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,595,50,48,0,1,2,1,1,0,0
812,0,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,189,47,726,0,0,1,0,2,0,1
813,1,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,613,67,860,1,1,3,1,0,0,2
814,1,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,378,36,1497,1,0,2,0,2,0,1
815,1,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,1,52,495,1,1,3,1,0,0,2
816,0,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,3,46,20,1,2,4,1,3,0,0
817,0,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,742,68,570,0,0,1,0,2,0,1
818,0,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,252,50,769,1,1,3,1,0,0,2
819,2,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,696,44,55,1,1,3,1,1,0,0
820,1,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,580,42,1808,0,0,1,0,2,2,1
821,0,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,485,50,55,1,1,3,1,1,0,0
822,0,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,174,61,577,0,0,1,0,1,1,0
823,0,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,597,59,162,1,0,2,0,1,0,0
824,0,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,563,63,1957,1,1,3,1,0,4,2
825,2,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,599,63,1576,0,1,2,1,0,0,2
826,0,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,519,68,1616,1,3,5,1,0,2,0
827,0,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,370,60,36,0,3,4,1,3,0,0
828,1,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,396,64,1482,0,1,2,1,0,0,2
829,0,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,337,38,22,1,1,3,1,1,0,0
830,1,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,379,46,63,0,2,3,1,3,0,0
831,0,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,788,30,680,0,0,1,0,2,0,1
832,1,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,580,55,542,1,2,4,1,0,0,2
833,2,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,664,42,50,1,1,3,1,1,0,0
834,0,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,660,55,39,1,2,4,1,3,0,0
835,0,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,617,66,1043,1,1,3,1,0,0,2
836,1,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,590,50,385,0,1,2,1,1,0,0
837,0,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,804,42,1633,0,0,1,0,2,0,1
838,2,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,667,42,46,0,1,2,1,1,0,2
839,0,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,260,45,761,0,1,2,1,0,1,2
840,0,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,577,72,76,1,2,4,1,3,0,0
841,0,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,737,48,290,1,1,3,1,0,0,2
842,0,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,1,34,89,0,1,2,1,1,0,0
843,0,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,786,41,70,1,1,3,1,1,0,0
844,2,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,497,62,1066,1,0,2,0,2,0,1
845,0,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,327,52,2009,1,0,2,0,2,3,1
846,2,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,798,31,1345,0,0,1,0,2,0,1
847,1,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,712,66,764,0,1,2,1,0,0,2
848,0,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,409,59,195,0,1,2,1,3,0,2
849,0,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,427,42,53,1,2,4,1,3,0,0
850,0,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,541,48,368,0,1,2,1,0,0,2
851,1,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,35,68,544,1,1,3,1,0,0,2
852,2,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,908,65,1853,1,0,2,0,2,2,1
853,1,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,194,56,35,1,2,4,1,3,1,0
854,1,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,264,48,446,1,1,3,1,0,2,2
855,0,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,701,43,1180,0,1,2,1,0,0,2
856,1,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,247,49,41,1,1,3,1,3,0,2
857,0,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,655,37,727,1,2,4,1,0,0,0
858,0,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,970,56,40,1,2,4,1,3,0,0
859,2,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,580,33,1062,1,0,2,0,2,1,1
860,0,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,314,53,40,1,1,3,1,1,0,0
861,1,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,294,53,292,1,2,4,1,3,0,0
862,0,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,461,35,15,1,0,2,0,1,0,0
863,2,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,970,33,341,1,1,3,1,1,0,0
864,2,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,354,47,369,0,1,2,1,1,0,0
865,1,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,395,49,401,1,1,3,1,0,0,2
866,1,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,620,56,393,0,1,2,1,0,0,2
867,1,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,438,36,10,0,2,3,1,1,0,0
868,0,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,549,44,486,1,1,3,1,0,0,2
869,0,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,780,43,69,1,1,3,1,1,0,0
870,1,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,434,39,1727,1,0,2,0,2,2,1
871,0,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,188,63,995,0,1,2,1,0,1,2
872,0,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,30,46,45,1,1,3,1,1,0,0
873,2,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,246,41,182,0,2,3,1,3,0,0
874,1,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,544,44,989,1,1,3,1,0,0,2
875,0,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,445,69,1677,1,0,2,0,2,3,1
876,1,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,524,51,595,0,2,3,1,0,0,0
877,0,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,660,39,156,1,1,3,1,1,0,0
878,1,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,216,66,1226,0,0,1,0,2,0,1
879,2,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,688,44,128,1,1,3,1,1,0,0
880,0,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,65,50,86,0,1,2,1,1,1,0
881,0,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,781,47,68,1,1,3,1,1,0,2
882,0,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,501,47,16,0,2,3,1,1,0,0
883,2,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,170,41,55,1,2,4,1,3,0,0
884,1,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,727,50,2114,0,0,1,0,2,0,1
885,1,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,667,52,2018,1,0,2,0,2,0,1
886,1,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,740,69,263,0,3,4,1,3,0,0
887,0,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,389,63,55,1,2,4,1,3,0,0
888,0,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,701,60,564,1,2,4,1,0,0,0
889,1,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,355,44,1281,0,0,1,0,2,0,1
890,0,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,460,49,83,1,1,3,1,1,1,0
891,1,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,849,57,353,0,2,3,1,3,0,0
892,0,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,326,39,1003,1,0,2,0,2,0,1
893,2,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,220,31,14,0,1,2,1,1,0,0
894,1,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,703,79,902,0,0,1,0,2,1,1
895,1,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,724,50,1139,0,1,2,1,0,0,2
896,0,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,516,66,797,1,1,3,1,0,0,2
897,0,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,317,64,1638,0,1,2,1,0,0,2
898,1,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,393,48,401,1,1,3,1,3,0,0
899,0,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,410,36,84,0,1,2,1,1,0,0
900,0,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,552,64,928,1,0,2,0,2,0,1
901,0,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,477,52,203,0,1,2,1,3,0,2
902,0,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,510,55,858,1,0,2,0,2,0,1
903,0,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,603,49,409,1,0,2,0,1,0,0
904,0,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,622,53,282,1,3,5,1,3,0,0
905,0,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,93,45,1423,0,0,1,0,2,0,1
906,0,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,380,61,1449,0,0,1,0,2,1,1
907,0,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,662,51,28,0,1,2,1,1,0,0
908,0,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,249,48,67,1,1,3,1,1,0,0
909,1,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,64,36,199,1,0,2,0,1,0,0
910,1,78420.0,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,525,56,1453,0,0,1,0,2,0,1
911,0,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,513,30,1253,1,0,2,0,2,0,1
912,1,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,680,59,1198,0,1,2,1,0,0,2
913,1,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,510,50,178,1,1,3,1,1,0,0
914,0,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,999,28,1990,0,0,1,0,2,1,1
915,0,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,396,68,976,1,0,2,0,2,0,1
916,1,73113.0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,345,62,1001,1,0,2,0,2,0,0
917,1,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,516,40,1919,1,0,2,0,2,2,1
918,2,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,384,68,350,0,1,2,1,0,0,2
919,1,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,567,68,1650,0,0,1,0,2,1,1
920,1,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,237,67,46,1,2,4,1,3,2,0
921,0,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,598,29,1228,0,0,1,0,2,0,1
922,1,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,681,53,95,0,1,2,1,1,0,0
923,1,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,245,74,62,1,2,4,1,3,0,0
924,0,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,202,36,1761,1,1,3,1,0,1,2
925,1,24401.0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,827,43,467,1,0,2,0,1,0,0
926,0,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,65,44,1149,1,0,2,0,2,1,1
927,2,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,341,40,2052,0,0,1,0,2,1,1
928,0,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,245,29,1127,0,0,1,0,2,0,1
929,1,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,384,46,1416,1,1,3,1,0,0,2
930,1,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,124,48,1113,1,0,2,0,2,0,1
931,0,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,65,33,125,0,1,2,1,1,0,0
932,1,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,728,71,966,0,1,2,1,0,1,2
933,2,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,714,33,32,1,1,3,1,1,0,0
934,0,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,198,70,833,0,0,1,0,2,0,1
935,1,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,195,51,46,1,1,3,1,1,0,0
936,0,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,408,51,960,1,0,2,0,2,0,1
937,1,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,563,52,1829,1,1,3,1,0,1,2
938,0,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,510,51,779,0,1,2,1,0,0,2
939,1,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,454,47,811,0,1,2,1,0,0,2
940,2,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,426,70,1120,0,2,3,1,0,0,2
941,1,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,504,60,725,1,1,3,1,0,0,2
942,0,82025.0,0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,557,39,1187,0,0,1,0,2,1,1
943,0,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,612,69,2302,1,0,2,0,2,3,1
944,2,14906.0,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,714,36,66,0,0,1,0,1,0,0
945,1,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,1061,35,1250,1,0,2,0,2,2,1
946,2,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,293,40,683,1,1,3,1,0,0,2
947,0,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,432,43,305,0,2,3,1,0,0,0
948,0,39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,542,45,50,1,1,3,1,1,0,0
949,2,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,1061,47,995,0,1,2,1,0,0,2
950,1,27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,62,43,41,1,1,3,1,1,0,0
951,1,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,123,46,77,1,2,4,1,3,1,0
952,1,44051.0,1,1,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,676,49,171,0,2,3,1,3,0,0
953,1,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,396,51,131,0,2,3,1,1,0,0
954,1,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,31,46,54,1,2,4,1,3,0,0
955,1,16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,430,46,53,1,2,4,1,3,0,0
956,0,59754.0,0,1,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,1059,57,475,1,1,3,1,0,0,2
957,0,53700.0,0,1,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,841,70,694,0,1,2,1,0,0,2
958,0,59041.0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,154,49,96,1,2,4,1,3,0,0
